VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2023-01-19 08:15:02,2023-01-19 08:36:32,1.0,6.1,1.0,N,170,13,1,30.3,0.0,0.5,6.86,0.0,1.0,41.16,2.5,0.0
2,2023-01-14 18:09:50,2023-01-14 18:24:08,1.0,1.34,1.0,N,209,144,1,13.5,0.0,0.5,3.5,0.0,1.0,21.0,2.5,0.0
1,2023-01-07 21:49:30,2023-01-07 21:57:29,1.0,0.9,1.0,N,249,158,1,7.9,3.5,0.5,2.0,0.0,1.0,14.9,2.5,0.0
1,2023-01-25 19:41:00,2023-01-25 19:58:20,1.0,3.6,1.0,N,233,264,1,19.8,5.0,0.5,6.55,0.0,1.0,32.85,2.5,0.0
2,2023-01-14 19:43:07,2023-01-14 20:00:30,2.0,2.08,1.0,N,107,211,1,17.0,0.0,0.5,2.1,0.0,1.0,23.1,2.5,0.0
2,2023-01-25 17:04:13,2023-01-25 17:12:40,2.0,0.8,1.0,N,140,237,2,8.6,2.5,0.5,0.0,0.0,1.0,15.1,2.5,0.0
2,2023-01-19 14:23:31,2023-01-19 14:40:27,1.0,1.96,1.0,N,79,170,1,16.3,0.0,0.5,3.0,0.0,1.0,23.3,2.5,0.0
2,2023-01-05 09:03:43,2023-01-05 09:18:30,1.0,1.61,1.0,N,170,234,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0
1,2023-01-22 09:48:41,2023-01-22 10:06:54,1.0,3.4,1.0,N,186,261,2,19.8,2.5,0.5,0.0,0.0,1.0,23.8,2.5,0.0
2,2023-01-05 11:57:08,2023-01-05 12:39:31,2.0,20.27,2.0,N,132,236,1,70.0,0.0,0.5,16.11,6.55,1.0,97.91,2.5,1.25
2,2023-01-02 22:41:29,2023-01-02 22:55:02,1.0,2.05,1.0,N,100,229,1,14.2,1.0,0.5,2.0,0.0,1.0,21.2,2.5,0.0
2,2023-01-06 15:27:35,2023-01-06 15:54:00,2.0,4.07,1.0,N,161,231,1,26.1,0.0,0.5,3.0,0.0,1.0,33.1,2.5,0.0
2,2023-01-09 11:20:25,2023-01-09 11:31:47,1.0,1.5,1.0,N,229,237,1,12.1,0.0,0.5,4.03,0.0,1.0,20.13,2.5,0.0
2,2023-01-04 13:30:32,2023-01-04 13:52:04,1.0,4.44,1.0,N,142,116,4,-23.3,0.0,-0.5,0.0,0.0,-1.0,-27.3,-2.5,0.0
1,2023-01-20 12:16:22,2023-01-20 12:23:52,1.0,1.1,1.0,N,68,50,2,9.3,2.5,0.5,0.0,0.0,1.0,13.3,2.5,0.0
2,2023-01-17 18:16:09,2023-01-17 18:37:51,2.0,2.53,1.0,N,236,230,1,21.2,2.5,0.5,4.16,0.0,1.0,31.86,2.5,0.0
2,2023-01-31 11:07:41,2023-01-31 11:29:37,1.0,2.51,1.0,N,50,107,1,19.8,0.0,0.5,4.76,0.0,1.0,28.56,2.5,0.0
1,2023-01-02 22:00:59,2023-01-02 22:09:02,1.0,1.5,1.0,N,79,234,2,9.3,3.5,0.5,0.0,0.0,1.0,14.3,2.5,0.0
2,2023-01-01 15:56:38,2023-01-01 16:01:18,3.0,0.73,1.0,N,48,50,2,6.5,0.0,0.5,0.0,0.0,1.0,10.5,2.5,0.0
2,2023-01-12 20:16:01,2023-01-12 20:26:08,1.0,2.17,1.0,N,229,263,1,12.8,2.5,0.5,1.0,0.0,1.0,20.3,2.5,0.0
2,2023-01-14 20:51:37,2023-01-14 21:08:18,1.0,7.4,1.0,N,132,132,2,30.3,1.0,0.5,0.0,0.0,1.0,34.05,0.0,1.25
2,2023-01-26 13:02:35,2023-01-26 13:23:32,1.0,6.52,1.0,N,263,232,1,28.9,0.0,0.5,8.22,0.0,1.0,41.12,2.5,0.0
2,2023-01-24 19:51:48,2023-01-24 20:31:26,2.0,12.37,1.0,N,132,190,1,54.1,2.5,0.5,11.87,0.0,1.0,71.22,0.0,1.25
2,2023-01-11 16:07:40,2023-01-11 16:12:59,1.0,0.58,1.0,N,43,237,2,7.2,2.5,0.5,0.0,0.0,1.0,13.7,2.5,0.0
2,2023-01-20 13:41:57,2023-01-20 13:52:45,1.0,1.59,1.0,N,142,162,1,12.1,0.0,0.5,4.03,0.0,1.0,20.13,2.5,0.0
2,2023-01-05 09:57:21,2023-01-05 10:12:42,2.0,2.33,1.0,N,68,161,1,15.6,0.0,0.5,3.92,0.0,1.0,23.52,2.5,0.0
1,2023-01-25 22:16:03,2023-01-25 22:32:32,1.0,3.7,1.0,N,140,90,2,19.1,3.5,0.5,0.0,0.0,1.0,24.1,2.5,0.0
1,2023-01-09 07:55:34,2023-01-09 08:09:34,1.0,2.8,1.0,N,170,125,1,14.9,2.5,0.5,3.78,0.0,1.0,22.68,2.5,0.0
2,2023-01-20 10:58:07,2023-01-20 11:06:24,2.0,1.49,1.0,N,236,238,1,10.0,0.0,0.5,2.8,0.0,1.0,16.8,2.5,0.0
2,2023-01-21 12:13:06,2023-01-21 12:25:12,1.0,3.94,1.0,N,246,13,1,19.1,0.0,0.5,0.0,0.0,1.0,23.1,2.5,0.0
2,2023-01-29 15:10:15,2023-01-29 15:13:30,1.0,0.99,1.0,N,140,263,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0
2,2023-01-17 09:10:34,2023-01-17 09:20:37,1.0,2.11,1.0,N,233,140,1,12.1,0.0,0.5,3.22,0.0,1.0,19.32,2.5,0.0
2,2023-01-09 19:03:20,2023-01-09 19:24:44,3.0,4.37,1.0,N,113,236,1,23.3,2.5,0.5,5.96,0.0,1.0,35.76,2.5,0.0
2,2023-01-28 19:00:39,2023-01-28 19:06:49,1.0,0.81,1.0,N,142,239,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
2,2023-01-27 15:12:16,2023-01-27 15:19:40,5.0,1.56,1.0,N,142,236,1,10.0,0.0,0.5,1.0,0.0,1.0,15.0,2.5,0.0
2,2023-01-15 23:06:02,2023-01-15 23:06:22,1.0,0.0,1.0,N,162,162,2,3.0,1.0,0.5,0.0,0.0,1.0,8.0,2.5,0.0
1,2023-01-22 01:20:09,2023-01-22 01:26:25,1.0,1.6,1.0,N,161,234,1,8.6,3.5,0.5,2.7,0.0,1.0,16.3,2.5,0.0
1,2023-01-08 20:55:45,2023-01-08 21:34:43,1.0,12.8,1.0,N,132,97,1,54.1,2.25,0.5,5.55,0.0,1.0,63.4,0.0,1.25
2,2023-01-27 18:57:42,2023-01-27 19:02:10,1.0,0.65,1.0,N,137,137,1,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0
1,2023-01-07 13:49:01,2023-01-07 13:56:31,1.0,1.1,1.0,N,43,48,1,9.3,2.5,0.5,2.65,0.0,1.0,15.95,2.5,0.0
1,2023-01-14 12:20:02,2023-01-14 12:36:50,1.0,2.4,99.0,N,85,72,1,18.5,0.0,0.5,0.0,0.0,1.0,20.0,0.0,0.0
2,2023-01-27 17:43:27,2023-01-27 18:07:30,2.0,3.98,1.0,N,48,239,1,25.4,2.5,0.5,9.57,0.0,1.0,41.47,2.5,0.0
1,2023-01-23 08:41:26,2023-01-23 09:09:28,1.0,3.9,99.0,N,157,95,1,26.5,0.0,0.5,0.0,0.0,1.0,28.0,0.0,0.0
2,2023-01-12 16:50:04,2023-01-12 16:56:09,1.0,0.98,1.0,N,24,238,1,7.9,2.5,0.5,2.38,0.0,1.0,14.28,0.0,0.0
2,2023-01-03 11:09:56,2023-01-03 11:27:55,3.0,1.55,1.0,N,43,141,1,16.3,0.0,0.5,2.0,0.0,1.0,22.3,2.5,0.0
2,2023-01-31 15:17:12,2023-01-31 16:17:49,1.0,10.59,1.0,N,246,138,1,65.3,5.0,0.5,16.17,6.55,1.0,97.02,2.5,0.0
1,2023-01-09 12:18:45,2023-01-09 12:47:55,1.0,12.0,1.0,N,234,220,1,49.2,2.5,0.5,11.2,3.0,1.0,67.4,2.5,0.0
1,2023-01-30 00:32:39,2023-01-30 00:37:25,1.0,0.8,1.0,N,68,249,1,5.8,3.5,0.5,2.0,0.0,1.0,12.8,2.5,0.0
2,2023-01-21 10:05:22,2023-01-21 10:13:34,1.0,1.9,1.0,N,68,234,1,10.7,0.0,0.5,2.94,0.0,1.0,17.64,2.5,0.0
1,2023-01-09 17:19:19,2023-01-09 17:27:14,1.0,1.3,1.0,N,230,142,1,9.3,5.0,0.5,3.0,0.0,1.0,18.8,2.5,0.0
2,2023-01-20 18:40:40,2023-01-20 18:52:19,2.0,0.89,1.0,N,162,230,1,11.4,2.5,0.5,5.37,0.0,1.0,23.27,2.5,0.0
2,2023-01-12 06:17:36,2023-01-12 06:30:49,1.0,2.66,1.0,N,186,148,1,14.9,0.0,0.5,3.78,0.0,1.0,22.68,2.5,0.0
2,2023-01-18 20:28:32,2023-01-18 20:31:18,2.0,0.65,1.0,N,236,236,1,5.8,1.0,0.5,3.24,0.0,1.0,14.04,2.5,0.0
2,2023-01-26 15:14:31,2023-01-26 15:31:48,2.0,3.11,1.0,N,48,24,2,18.4,0.0,0.5,0.0,0.0,1.0,22.4,2.5,0.0
2,2023-01-20 19:43:59,2023-01-20 19:55:57,1.0,3.07,1.0,N,209,125,1,16.3,2.5,0.5,5.7,0.0,1.0,28.5,2.5,0.0
1,2023-01-19 18:25:25,2023-01-19 18:47:01,2.0,2.7,1.0,N,263,230,1,20.5,5.0,0.5,5.4,0.0,1.0,32.4,2.5,0.0
2,2023-01-18 14:30:34,2023-01-18 14:36:42,2.0,0.78,1.0,N,236,236,1,7.9,0.0,0.5,3.57,0.0,1.0,15.47,2.5,0.0
2,2023-01-13 17:36:48,2023-01-13 18:28:54,1.0,18.35,2.0,N,132,163,1,70.0,5.0,0.5,17.11,6.55,1.0,103.91,2.5,1.25
2,2023-01-25 15:23:32,2023-01-25 15:44:05,1.0,2.9,1.0,N,79,237,1,19.8,0.0,0.5,4.76,0.0,1.0,28.56,2.5,0.0
2,2023-01-04 14:41:27,2023-01-04 14:47:51,1.0,1.3,1.0,N,239,151,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,2023-01-01 03:38:53,2023-01-01 04:00:48,2.0,7.81,1.0,N,152,249,1,35.2,1.0,0.5,8.04,0.0,1.0,48.24,2.5,0.0
1,2023-01-07 06:07:30,2023-01-07 06:28:51,,15.3,,,132,55,0,58.3,1.25,0.5,9.16,0.0,1.0,70.21,,
2,2023-01-15 01:32:45,2023-01-15 01:33:43,1.0,0.0,1.0,N,158,158,1,3.0,1.0,0.5,1.6,0.0,1.0,9.6,2.5,0.0
2,2023-01-15 14:52:19,2023-01-15 15:03:29,1.0,0.99,1.0,N,186,186,2,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0
2,2023-01-07 11:04:08,2023-01-07 11:06:43,1.0,0.99,1.0,N,239,151,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0
2,2023-01-17 23:30:17,2023-01-17 23:39:33,1.0,1.77,1.0,N,100,237,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2023-01-16 16:56:29,2023-01-16 17:10:02,1.0,1.97,1.0,N,246,137,1,14.2,0.0,0.5,1.25,0.0,1.0,19.45,2.5,0.0
2,2023-01-16 18:05:29,2023-01-16 18:19:56,1.0,2.48,1.0,N,170,249,1,15.6,0.0,0.5,1.0,0.0,1.0,20.6,2.5,0.0
2,2023-01-30 19:12:11,2023-01-30 19:20:42,1.0,2.81,1.0,N,140,224,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,2023-01-29 01:36:06,2023-01-29 01:47:32,1.0,1.87,1.0,N,148,249,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
1,2023-01-06 13:50:07,2023-01-06 13:59:34,1.0,2.0,1.0,N,262,229,1,12.1,2.5,0.5,3.0,0.0,1.0,19.1,2.5,0.0
2,2023-01-09 06:38:36,2023-01-09 06:52:14,,3.78,,,231,162,0,22.32,0.0,0.5,3.0,0.0,1.0,29.32,,
1,2023-01-10 22:11:45,2023-01-10 22:18:01,1.0,1.4,1.0,N,237,236,1,8.6,3.5,0.5,1.0,0.0,1.0,14.6,2.5,0.0
1,2023-01-04 19:38:05,2023-01-04 19:54:46,1.0,3.0,1.0,N,230,79,1,18.4,5.0,0.5,4.95,0.0,1.0,29.85,2.5,0.0
2,2023-01-23 18:46:39,2023-01-23 19:01:58,1.0,2.04,1.0,N,68,107,1,14.9,2.5,0.5,3.21,0.0,1.0,24.61,2.5,0.0
2,2023-01-26 07:54:55,2023-01-26 08:10:46,,2.68,,,144,100,0,17.15,0.0,0.5,4.23,0.0,1.0,25.38,,
1,2023-01-13 15:24:01,2023-01-13 15:32:06,2.0,1.1,1.0,N,237,229,2,9.3,2.5,0.5,0.0,0.0,1.0,13.3,2.5,0.0
1,2023-01-11 12:00:53,2023-01-11 12:14:24,1.0,1.6,1.0,N,263,237,2,11.4,2.5,0.5,0.0,0.0,1.0,15.4,2.5,0.0
2,2023-01-15 17:29:15,2023-01-15 17:34:42,1.0,0.77,1.0,N,142,163,1,7.2,0.0,0.5,2.8,0.0,1.0,14.0,2.5,0.0
2,2023-01-28 17:52:00,2023-01-28 17:57:53,1.0,0.88,1.0,N,211,231,1,7.2,0.0,0.5,1.68,0.0,1.0,12.88,2.5,0.0
2,2023-01-29 19:17:29,2023-01-29 19:43:51,1.0,14.84,1.0,N,70,87,1,56.2,5.0,0.5,10.0,6.55,1.0,83.0,2.5,1.25
2,2023-01-09 19:24:33,2023-01-09 19:45:39,2.0,3.47,1.0,N,233,246,2,21.9,2.5,0.5,0.0,0.0,1.0,28.4,2.5,0.0
2,2023-01-02 14:52:26,2023-01-02 14:55:09,1.0,0.19,1.0,N,142,163,1,4.4,0.0,0.5,1.0,0.0,1.0,9.4,2.5,0.0
2,2023-01-14 09:54:50,2023-01-14 10:10:40,1.0,4.37,1.0,N,230,13,1,21.9,0.0,0.5,7.77,0.0,1.0,33.67,2.5,0.0
2,2023-01-12 17:10:58,2023-01-12 17:19:06,1.0,1.36,1.0,N,68,234,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
1,2023-01-06 12:21:20,2023-01-06 12:28:03,1.0,0.5,1.0,N,141,237,1,6.5,2.5,0.5,2.1,0.0,1.0,12.6,2.5,0.0
2,2023-01-12 09:55:37,2023-01-12 10:07:01,1.0,1.06,1.0,N,141,237,1,10.7,0.0,0.5,1.0,0.0,1.0,15.7,2.5,0.0
1,2023-01-06 12:04:05,2023-01-06 12:33:47,1.0,5.2,1.0,N,239,114,1,26.8,2.5,0.5,4.62,0.0,1.0,35.42,2.5,0.0
1,2023-01-11 14:30:12,2023-01-11 14:36:33,1.0,1.4,1.0,N,162,107,1,9.3,2.5,0.5,3.33,0.0,1.0,16.63,2.5,0.0
1,2023-01-26 12:05:35,2023-01-26 12:38:35,1.0,4.6,1.0,N,163,231,1,30.3,2.5,0.5,10.3,0.0,1.0,44.6,2.5,0.0
2,2023-01-14 07:03:26,2023-01-14 07:07:02,1.0,0.49,1.0,N,236,263,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0
1,2023-01-30 08:06:25,2023-01-30 08:13:14,1.0,1.6,1.0,N,125,186,1,9.3,2.5,0.5,2.65,0.0,1.0,15.95,2.5,0.0
2,2023-01-16 20:12:39,2023-01-16 20:21:31,1.0,1.02,1.0,N,170,170,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2023-01-04 20:50:11,2023-01-04 20:52:32,1.0,0.44,1.0,N,249,68,1,5.1,1.0,0.5,1.0,0.0,1.0,11.1,2.5,0.0
2,2023-01-17 21:49:47,2023-01-17 22:00:24,1.0,2.06,1.0,N,238,236,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
1,2023-01-05 07:48:08,2023-01-05 08:07:50,1.0,5.5,1.0,N,151,68,2,25.4,2.5,0.5,0.0,0.0,1.0,29.4,2.5,0.0
2,2023-01-30 22:31:47,2023-01-30 22:56:59,1.0,4.98,1.0,N,249,236,1,26.8,1.0,0.5,6.36,0.0,1.0,38.16,2.5,0.0
2,2023-01-30 08:28:11,2023-01-30 08:34:34,1.0,0.59,1.0,N,161,48,1,7.2,0.0,0.5,1.0,0.0,1.0,12.2,2.5,0.0
1,2023-01-10 22:35:58,2023-01-10 22:38:52,1.0,1.0,1.0,N,143,50,1,5.8,3.5,0.5,2.7,0.0,1.0,13.5,2.5,0.0
2,2023-01-23 09:55:03,2023-01-23 11:01:02,1.0,18.28,2.0,N,132,230,1,70.0,0.0,0.5,16.36,6.55,1.0,98.16,2.5,1.25
1,2023-01-03 17:55:43,2023-01-03 18:28:40,3.0,12.2,1.0,N,132,91,2,48.5,3.75,0.5,0.0,0.0,1.0,53.75,0.0,1.25
1,2023-01-16 01:17:28,2023-01-16 01:32:55,1.0,9.2,1.0,N,138,90,1,35.2,9.75,0.5,0.0,6.55,1.0,53.0,2.5,1.25
2,2023-01-09 11:46:19,2023-01-09 12:11:55,1.0,3.26,1.0,N,170,75,1,23.3,0.0,0.5,5.46,0.0,1.0,32.76,2.5,0.0
2,2023-01-03 16:51:40,2023-01-03 16:55:52,5.0,0.68,1.0,N,113,234,1,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0
1,2023-01-29 20:52:28,2023-01-29 21:03:54,1.0,3.1,1.0,N,170,75,1,15.6,3.5,0.5,4.1,0.0,1.0,24.7,2.5,0.0
2,2023-01-03 22:20:58,2023-01-03 22:27:40,2.0,1.04,1.0,N,234,224,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2023-01-23 14:47:06,2023-01-23 14:51:12,2.0,0.81,1.0,N,170,162,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0
2,2023-01-14 12:57:33,2023-01-14 13:13:12,1.0,2.17,1.0,N,137,114,1,15.6,0.0,0.5,2.0,0.0,1.0,21.6,2.5,0.0
2,2023-01-01 19:53:53,2023-01-01 20:08:41,1.0,1.99,1.0,N,229,186,1,14.9,0.0,0.5,3.78,0.0,1.0,22.68,2.5,0.0
1,2023-01-14 15:56:00,2023-01-14 16:14:38,1.0,1.9,1.0,N,161,90,1,17.0,2.5,0.5,4.2,0.0,1.0,25.2,2.5,0.0
2,2023-01-30 11:18:12,2023-01-30 11:41:23,1.0,8.84,1.0,N,264,170,1,37.3,5.0,0.5,5.0,6.55,1.0,59.1,2.5,1.25
2,2023-01-01 22:17:38,2023-01-01 22:50:35,1.0,3.51,1.0,N,144,163,1,29.6,1.0,0.5,6.92,0.0,1.0,41.52,2.5,0.0
2,2023-01-25 14:06:09,2023-01-25 14:20:51,2.0,1.49,1.0,N,262,236,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0
2,2023-01-06 18:03:27,2023-01-06 18:14:39,2.0,2.09,1.0,N,75,168,2,12.8,2.5,0.5,0.0,0.0,1.0,16.8,0.0,0.0
2,2023-01-21 21:11:10,2023-01-21 21:15:38,1.0,0.84,1.0,N,234,113,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
1,2023-01-04 13:28:57,2023-01-04 13:38:20,1.0,1.8,1.0,N,163,236,1,10.7,2.5,0.5,2.9,0.0,1.0,17.6,2.5,0.0
2,2023-01-14 21:55:19,2023-01-14 22:09:36,3.0,2.34,1.0,N,142,229,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2023-01-31 18:32:20,2023-01-31 18:39:19,1.0,0.99,1.0,N,234,161,1,7.9,2.5,0.5,1.44,0.0,1.0,15.84,2.5,0.0
2,2023-01-07 04:04:39,2023-01-07 04:08:47,1.0,1.32,1.0,N,162,234,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
1,2023-01-03 23:47:56,2023-01-03 23:54:14,0.0,1.1,1.0,N,186,164,1,7.2,3.5,0.5,0.0,0.0,1.0,12.2,2.5,0.0
1,2023-01-13 07:50:38,2023-01-13 08:02:35,1.0,6.8,1.0,N,140,88,1,26.8,2.5,0.5,3.0,0.0,1.0,33.8,2.5,0.0
2,2023-01-15 22:12:57,2023-01-15 22:23:51,2.0,3.01,1.0,N,163,151,1,15.6,1.0,0.5,4.12,0.0,1.0,24.72,2.5,0.0
2,2023-01-25 19:48:19,2023-01-25 19:59:45,1.0,1.16,1.0,N,107,186,1,11.4,2.5,0.5,3.58,0.0,1.0,21.48,2.5,0.0
2,2023-01-18 08:39:16,2023-01-18 08:58:17,1.0,2.3,1.0,N,262,163,1,17.7,0.0,0.5,4.34,0.0,1.0,26.04,2.5,0.0
2,2023-01-08 10:23:58,2023-01-08 10:34:30,2.0,1.92,1.0,N,43,137,1,12.1,0.0,0.5,0.0,0.0,1.0,16.1,2.5,0.0
1,2023-01-20 13:50:45,2023-01-20 13:59:33,2.0,0.8,1.0,N,144,79,2,8.6,2.5,0.5,0.0,0.0,1.0,12.6,2.5,0.0
2,2023-01-03 09:04:08,2023-01-03 09:27:02,1.0,11.75,1.0,N,132,138,1,44.3,5.0,0.5,10.41,0.0,1.0,62.46,0.0,1.25
2,2023-01-29 10:50:06,2023-01-29 10:55:10,1.0,1.22,1.0,N,230,43,2,-7.9,0.0,-0.5,0.0,0.0,-1.0,-11.9,-2.5,0.0
2,2023-01-28 14:58:06,2023-01-28 15:10:34,1.0,1.78,1.0,N,68,48,4,-12.8,0.0,-0.5,0.0,0.0,-1.0,-16.8,-2.5,0.0
2,2023-01-23 12:32:02,2023-01-23 12:39:57,1.0,1.39,1.0,N,239,236,1,10.0,0.0,0.5,4.2,0.0,1.0,18.2,2.5,0.0
2,2023-01-12 14:26:09,2023-01-12 14:37:03,1.0,0.86,1.0,N,237,162,1,10.7,0.0,0.5,2.94,0.0,1.0,17.64,2.5,0.0
2,2023-01-11 10:45:07,2023-01-11 11:04:01,1.0,2.6,1.0,N,13,148,1,18.4,0.0,0.5,4.48,0.0,1.0,26.88,2.5,0.0
2,2023-01-31 13:52:37,2023-01-31 13:59:15,1.0,0.92,1.0,N,170,234,1,7.9,0.0,0.5,3.57,0.0,1.0,15.47,2.5,0.0
2,2023-01-24 15:57:16,2023-01-24 16:21:57,,3.69,,,161,231,0,29.15,0.0,0.5,6.63,0.0,1.0,39.78,,
2,2023-01-08 21:34:32,2023-01-08 21:47:36,1.0,2.99,1.0,N,43,249,1,16.3,1.0,0.5,5.33,0.0,1.0,26.63,2.5,0.0
2,2023-01-03 15:56:29,2023-01-03 16:07:54,1.0,1.94,1.0,N,144,164,1,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0
2,2023-01-27 17:00:01,2023-01-27 17:15:31,1.0,2.43,1.0,N,186,114,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
1,2023-01-12 08:59:29,2023-01-12 09:09:03,1.0,1.0,1.0,N,249,234,1,9.3,2.5,0.5,1.0,0.0,1.0,14.3,2.5,0.0
2,2023-01-23 22:57:13,2023-01-23 23:07:22,1.0,2.54,1.0,N,125,164,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2023-01-30 05:39:35,2023-01-30 06:04:10,2.0,14.86,3.0,N,90,1,1,76.2,1.0,0.0,22.74,12.75,1.0,113.69,0.0,0.0
2,2023-01-02 14:37:02,2023-01-02 14:49:24,2.0,2.93,1.0,N,107,237,1,15.6,0.0,0.5,3.92,0.0,1.0,23.52,2.5,0.0
1,2023-01-28 02:56:58,2023-01-28 03:23:52,1.0,5.4,1.0,N,148,239,2,26.8,3.5,0.5,0.0,0.0,1.0,31.8,2.5,0.0
2,2023-01-10 17:32:00,2023-01-10 17:49:00,,3.49,,,233,211,0,22.67,0.0,0.5,5.33,0.0,1.0,32.0,,
2,2023-01-15 18:55:03,2023-01-15 18:57:54,1.0,1.17,1.0,N,141,237,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0
2,2023-01-17 11:50:07,2023-01-17 12:08:17,1.0,1.66,1.0,N,186,233,1,16.3,0.0,0.5,4.06,0.0,1.0,24.36,2.5,0.0
2,2023-01-19 18:32:08,2023-01-19 18:45:13,1.0,3.22,1.0,N,158,87,1,16.3,2.5,0.5,5.7,0.0,1.0,28.5,2.5,0.0
2,2023-01-19 21:28:21,2023-01-19 22:01:22,1.0,14.08,2.0,N,130,50,1,70.0,0.0,0.5,16.11,6.55,1.0,97.91,2.5,1.25
2,2023-01-19 11:30:55,2023-01-19 11:37:14,1.0,0.92,1.0,N,234,114,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
2,2023-01-13 11:05:53,2023-01-13 11:23:35,1.0,2.54,1.0,N,264,239,1,17.7,0.0,0.5,1.0,0.0,1.0,22.7,2.5,0.0
2,2023-01-31 15:12:12,2023-01-31 16:02:59,1.0,4.27,1.0,N,170,238,1,41.5,0.0,0.5,6.82,0.0,1.0,52.32,2.5,0.0
2,2023-01-28 22:16:54,2023-01-28 22:31:41,3.0,4.05,1.0,N,68,88,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0
2,2023-01-22 01:10:58,2023-01-22 01:39:10,3.0,5.68,1.0,N,249,255,1,31.7,1.0,0.5,4.0,0.0,1.0,40.7,2.5,0.0
2,2023-01-12 05:39:27,2023-01-12 05:53:38,1.0,9.3,1.0,N,137,138,1,35.2,6.0,0.5,8.0,6.55,1.0,59.75,2.5,0.0
1,2023-01-30 16:27:08,2023-01-30 16:34:41,1.0,1.2,1.0,N,239,43,1,8.6,5.0,0.5,3.0,0.0,1.0,18.1,2.5,0.0
2,2023-01-31 18:40:10,2023-01-31 18:44:10,1.0,0.43,1.0,Y,161,237,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
2,2023-01-28 00:38:29,2023-01-28 00:55:43,1.0,5.26,1.0,N,234,74,1,23.3,1.0,0.5,2.0,0.0,1.0,30.3,2.5,0.0
2,2023-01-23 12:40:24,2023-01-23 12:44:38,1.0,0.39,1.0,N,48,230,2,5.8,0.0,0.5,0.0,0.0,1.0,9.8,2.5,0.0
1,2023-01-05 17:16:33,2023-01-05 17:30:19,1.0,2.1,1.0,N,233,140,1,14.9,5.0,0.5,5.3,0.0,1.0,26.7,2.5,0.0
2,2023-01-26 19:05:41,2023-01-26 19:27:04,2.0,2.71,1.0,N,264,164,1,19.8,2.5,0.5,6.58,0.0,1.0,32.88,2.5,0.0
1,2023-01-01 11:32:56,2023-01-01 11:47:14,1.0,8.7,1.0,N,138,141,1,33.8,8.75,0.5,0.0,6.55,1.0,50.6,2.5,1.25
1,2023-01-03 14:18:06,2023-01-03 14:20:41,1.0,0.5,1.0,N,263,263,1,5.1,2.5,0.5,1.8,0.0,1.0,10.9,2.5,0.0
2,2023-01-03 14:12:22,2023-01-03 14:15:19,1.0,0.53,1.0,N,75,263,1,5.1,0.0,0.5,1.82,0.0,1.0,10.92,2.5,0.0
2,2023-01-16 17:44:30,2023-01-16 17:47:58,1.0,0.9,1.0,N,141,263,2,6.5,0.0,0.5,0.0,0.0,1.0,10.5,2.5,0.0
1,2023-01-01 19:55:58,2023-01-01 20:16:24,2.0,6.4,1.0,N,162,255,2,30.3,2.5,0.5,0.0,6.55,1.0,40.85,2.5,0.0
2,2023-01-03 13:29:24,2023-01-03 14:26:43,1.0,15.05,2.0,N,132,209,1,70.0,0.0,0.5,14.8,0.0,1.0,90.05,2.5,1.25
